wid,state,county,population,watertype,health,reporting,length,analytics,lead,e_coli,coliform,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,unknown/old
MO3069003,MO,CALLAWAY,30,Ground water,1,5,29.83333333,0,0,0,6,0,0,0,0,0,1,1,4,0,0,0,0
MO3069008,MO,COLE,42,Ground water,3,35,897.9210526,0,0,0,4,0,0,0,0,0,0,0,1,3,3,0,31
MO3069013,MO,PHELPS,200,Ground water,2,3,113.25,0,1,0,3,1,0,0,0,1,1,0,1,1,0,0,0
MO3069014,MO,PHELPS,35,Ground water,6,4,29.66666667,0,0,1,9,0,1,2,1,3,1,0,0,1,1,0,0
MO3071205,MO,CAMDEN,535,Ground water,0,1,30,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
MO3071339,MO,CAMDEN,360,Ground water,7,24,53.42857143,0,1,2,26,0,0,2,2,0,11,11,2,2,1,0,0
MO3079511,MO,CAMDEN,96,Ground water,0,4,141,0,1,0,2,2,0,0,0,0,2,0,0,0,0,0,0
MO3079537,MO,MILLER,150,Ground water,3,0,29.66666667,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0
MO3190694,MO,CAMDEN,45,Ground water,5,14,71.3125,0,2,1,14,1,0,3,3,1,4,1,5,1,0,0,0
MO3190757,MO,CAMDEN,110,Ground water,1,0,29,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
MO3190771,MO,CAMDEN,75,Ground water,1,2,196.5,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0
MO3191837,MO,CAMDEN,35,Ground water,4,1,29.75,0,1,0,4,0,0,1,1,0,0,0,3,0,0,0,0
MO3238042,MO,CAMDEN,230,Ground water,1,1,29,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
MO3238097,MO,CAMDEN,275,Ground water,0,2,30,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
MO3242162,MO,CALLAWAY,113,Ground water,0,3,29.5,0,1,0,2,0,1,0,0,0,1,1,0,0,0,0,0
MO3252288,MO,BENTON,250,Ground water,0,1,30,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
MO3262156,MO,BENTON,60,Ground water,0,94,47.82417582,0,1,0,86,0,2,4,12,12,13,11,13,13,14,0,0
MO3281045,MO,CAMDEN,140,Ground water,8,0,28.75,0,0,0,8,0,0,0,0,0,1,2,3,0,2,0,0
MO3302314,MO,MILLER,52,Ground water,0,4,29.5,0,2,0,2,0,0,0,0,1,0,0,1,0,0,0,2
MO4010002,MO,STODDARD,1347,Ground water,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MO4010003,MO,WASHINGTON,130,Ground water,3,2,29.5,0,1,0,4,1,0,1,2,0,0,0,0,0,0,0,1
MO4010011,MO,PERRY,356,Ground water,0,2,29,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0
MO4010012,MO,OREGON,1100,Ground water,4,3,29.42857143,0,0,0,7,1,0,0,0,0,2,0,0,0,4,0,0
MO4010017,MO,IRON,310,Ground water,2,4,30,0,1,0,5,1,1,0,0,0,1,0,0,0,2,0,1
MO4010018,MO,MISSISSIPPI,293,Ground water purchased,0,4,29.66666667,0,1,0,3,0,0,0,0,0,1,0,1,0,2,0,0
MO4010022,MO,DUNKLIN,509,Ground water,6,3,29.42857143,0,1,1,7,0,2,1,1,0,1,2,0,0,1,0,1
MO4010023,MO,IRON,603,Ground water,0,1,29,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
MO4010066,MO,STODDARD,1928,Ground water,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MO4010067,MO,MISSISSIPPI,821,Ground water,1,3,29,0,0,0,3,0,1,2,0,0,0,0,0,1,0,0,0
MO4010073,MO,ST. FRANCOIS,1450,Ground water,2,2,29.75,0,0,0,4,0,0,0,2,0,0,0,1,0,1,0,0
MO4010078,MO,STODDARD,1933,Ground water,0,2,30,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
MO4010079,MO,STE. GENEVIEVE,523,Ground water,0,9,28.25,0,3,0,4,0,0,0,1,0,1,2,0,1,3,0,1
MO4010087,MO,ST. FRANCOIS,3500,Ground water,59,9,327.2878788,11.52362069,1,0,4,4,7,13,11,8,5,8,5,6,1,0,0
MO4010132,MO,DUNKLIN,2240,Ground water,1,1,29,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
MO4010137,MO,DUNKLIN,713,Ground water,0,4,29,0,0,0,4,1,0,0,1,1,1,0,0,0,0,0,0
MO4010143,MO,PEMISCOT,6200,Ground water,1,1,29.5,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
MO4010151,MO,REYNOLDS,171,Ground water,0,36,1012.342857,0,1,0,2,0,0,0,0,0,1,1,1,0,1,0,32
MO4010170,MO,DUNKLIN,1200,Ground water,5,5,29.44444444,0,0,0,6,0,1,1,0,0,0,3,1,0,4,0,0
MO4010211,MO,CAPE GIRARDEAU,636,Ground water,0,5,29.33333333,0,2,0,3,0,1,2,0,0,2,0,0,0,0,0,0
MO4010226,MO,STODDARD,230,Ground water,1,4,29.75,0,1,0,2,0,0,0,0,0,1,0,2,2,0,0,0
MO4010235,MO,MISSISSIPPI,3167,Ground water,0,3,29,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
MO4010243,MO,REYNOLDS,987,Ground water,1,0,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MO4010246,MO,CARTER,600,Ground water,0,1,30,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
MO4010253,MO,SHANNON,605,Ground water,0,3,30,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
MO4010255,MO,STODDARD,550,Ground water,3,1,30,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0
MO4010270,MO,ST. FRANCOIS,16318,Ground water,75,3,280.6052632,23.13245614,0,2,19,4,8,8,10,9,11,10,6,6,6,0,0
MO4010278,MO,BUTLER,329,Ground water,2,0,29,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0
MO4010279,MO,ST. FRANCOIS,9181,Ground water,8,0,364.25,21.61,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0
MO4010290,MO,MADISON,4000,Surface water,7,0,90.57142857,71.28571429,0,0,0,0,0,0,4,0,0,0,0,1,2,0,0
MO4010293,MO,PERRY,350,Ground water,0,2,30,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0
MO4010304,MO,NEW MADRID,1051,Ground water,2,2,29.66666667,0,0,0,3,0,0,2,0,0,0,0,2,0,0,0,0
MO4010354,MO,PEMISCOT,3207,Ground water,0,2,30,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
MO4010370,MO,DUNKLIN,700,Ground water,1,2,30,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0
MO4010372,MO,PEMISCOT,239,Ground water purchased,1,7,29.16666667,0,1,0,3,0,0,0,2,1,1,1,0,3,0,0,0
MO4010379,MO,DUNKLIN,500,Ground water,1,33,1061.71875,0,2,0,1,0,1,31,0,0,1,0,1,0,0,0,0
MO4010382,MO,TEXAS,2081,Ground water,6,2,29.375,0,0,0,8,1,1,1,0,0,1,0,3,1,0,0,0
MO4010402,MO,IRON,1450,Surface water,0,5,29.2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
MO4010417,MO,DUNKLIN,11500,Ground water,1,0,29,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
MO4010434,MO,OREGON,205,Ground water,0,2,30,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
MO4010456,MO,ST. FRANCOIS,1200,Ground water,0,10,205.4444444,0,1,0,0,0,0,4,0,0,0,4,0,1,0,0,1
MO4010467,MO,TEXAS,3124,Ground water,1,0,30,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
MO4010468,MO,NEW MADRID,1330,Ground water,0,7,162.8,0,1,0,3,0,0,1,0,0,1,0,0,0,5,0,0
MO4010483,MO,BOLLINGER,923,Ground water,2,3,29.33333333,0,0,1,3,0,0,1,0,0,2,0,0,0,2,0,0
MO4010490,MO,DUNKLIN,4275,Ground water,3,1,29.66666667,0,0,0,3,0,0,1,0,0,0,1,2,0,0,0,0
MO4010496,MO,BOLLINGER,868,Ground water,1,0,29,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
MO4010501,MO,MADISON,200,Ground water,3,2,30,0,1,0,4,0,0,0,0,1,1,0,0,2,0,0,1
MO4010504,MO,NEW MADRID,503,Ground water,1,4,30,0,1,0,2,0,0,2,0,1,1,0,0,0,0,0,1
MO4010527,MO,WAYNE,189,Ground water,0,4,29.66666667,0,1,0,3,3,0,0,0,0,0,0,0,1,0,0,0
MO4010531,MO,SCOTT,984,Ground water,1,1,29,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
MO4010543,MO,NEW MADRID,972,Ground water,1,4,113.5,0,0,0,3,0,0,3,1,0,0,0,0,0,1,0,0
MO4010551,MO,HOWELL,2719,Ground water,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MO4010557,MO,RIPLEY,610,Ground water purchased,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MO4010570,MO,NEW MADRID,3116,Ground water,1,1,30,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
MO4010604,MO,SCOTT,1294,Ground water,2,20,29.5,0,0,1,5,1,0,1,0,2,0,2,2,10,4,0,0
MO4010626,MO,NEW MADRID,820,Ground water,0,3,30,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0
MO4010636,MO,PERRY,8225,Surface water,1,0,30,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
MO4010656,MO,BUTLER,17000,Surface water,9,0,90.33333333,68.72333333,0,0,0,0,0,0,1,2,0,0,0,0,6,0,0
MO4010658,MO,NEW MADRID,3200,Ground water,0,2,30,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
MO4010668,MO,STODDARD,881,Ground water,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MO4010674,MO,TEXAS,363,Ground water,4,0,29.75,0,0,0,4,0,0,0,2,0,2,0,0,0,0,0,0
MO4010689,MO,NEW MADRID,275,Ground water,4,2,29.5,0,0,0,5,0,1,0,0,0,1,0,2,2,0,0,0
MO4010710,MO,STE. GENEVIEVE,4400,Ground water,2,0,29.5,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0
MO4010718,MO,STE. GENEVIEVE,366,Ground water purchased,19,1,29.65,0,0,0,20,1,0,2,0,3,6,6,2,0,0,0,0
MO4010721,MO,DENT,4850,Ground water,1,1,29.5,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0
MO4010726,MO,SCOTT,4565,Ground water,0,1,27,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
MO4010732,MO,DUNKLIN,1767,Ground water,0,4,1095,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0
MO4010743,MO,SCOTT,16393,Ground water,2,1,29.66666667,0,0,0,3,0,1,0,0,0,0,0,2,0,0,0,0
MO4010758,MO,PEMISCOT,2000,Ground water,1,3,29,0,2,0,2,0,0,0,0,1,1,1,1,0,0,0,0
MO4010777,MO,TEXAS,502,Ground water,0,2,1095,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
MO4010788,MO,OREGON,2500,Ground water,0,2,30,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0
MO4010811,MO,CARTER,850,Ground water,2,4,140.3333333,0,3,0,2,0,0,1,0,1,0,3,1,0,0,0,0
MO4010814,MO,SCOTT,300,Ground water,2,1,29.66666667,0,0,0,3,1,0,1,0,0,0,0,1,0,0,0,0
MO4010821,MO,IRON,843,Ground water,1,20,29.45,0,1,0,2,1,1,0,0,0,0,4,2,10,3,0,0
MO4010830,MO,PEMISCOT,480,Ground water,1,6,30,0,1,2,2,0,1,0,0,3,0,1,0,1,1,0,0
MO4010853,MO,HOWELL,12000,Groundwater under influence of surface water,0,1,30,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
MO4010861,MO,WAYNE,450,Ground water,0,1,30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
MO4010867,MO,SHANNON,1335,Ground water,1,0,30,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
MO4010876,MO,MISSISSIPPI,434,Ground water,0,2,1095,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
MO4010883,MO,DENT,350,Ground water,1,1,29.5,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0
MO4010885,MO,PEMISCOT,449,Ground water purchased,0,4,29.33333333,0,1,0,3,1,2,0,0,0,0,0,0,0,1,0,0
MO4010924,MO,SCOTT,924,Ground water,0,1,30,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
MO4010945,MO,SCOTT,700,Ground water,1,2,30,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0
MO4010959,MO,PEMISCOT,741,Ground water,0,9,29.33333333,0,5,0,3,0,0,1,2,2,0,0,1,0,0,0,3
MO4010971,MO,SCOTT,300,Ground water,7,48,1740.192308,0,1,2,10,0,2,48,0,0,0,0,1,0,4,0,0
MO4010993,MO,BUTLER,487,Ground water purchased,0,5,112.5,0,1,0,3,1,3,0,0,0,0,0,1,0,0,0,0
MO4011123,MO,WASHINGTON,385,Ground water,55,5,346.0333333,18.33963636,0,0,0,8,8,8,9,8,8,8,3,0,0,0,0
MO4011158,MO,CAPE GIRARDEAU,270,Ground water,0,1,29,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
MO4011179,MO,SCOTT,213,Ground water,0,6,50,0,0,0,4,0,0,0,0,0,0,0,0,1,5,0,0
MO4011441,MO,ST. FRANCOIS,5000,Ground water,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MO4011491,MO,CRAWFORD,171,Ground water,4,1,29.75,0,1,0,4,0,0,0,1,3,1,0,0,0,0,0,0
MO4020601,MO,IRON,637,Ground water purchased,1,1,29.5,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0
MO4021083,MO,SCOTT,688,Ground water purchased,0,3,29,0,1,0,2,2,0,0,1,0,0,0,0,0,0,0,0
MO4021151,MO,SCOTT,500,Ground water purchased,0,2,29,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
MO4021164,MO,HOWELL,1740,Ground water,1,1,29,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0
MO4021178,MO,MISSISSIPPI,2412,Ground water purchased,1,0,30,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
MO4021260,MO,SCOTT,168,Ground water purchased,0,2,29,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
MO4021311,MO,WAYNE,1500,Ground water,0,2,30,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0
MO4021384,MO,WAYNE,270,Ground water purchased,0,1,29,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
MO4021447,MO,WASHINGTON,200,Ground water,1,1,29,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0
MO4021451,MO,ST. FRANCOIS,480,Ground water,19,5,299.3478261,7.031666667,1,0,2,0,0,3,5,3,4,3,5,1,0,0,0
MO4021532,MO,CAPE GIRARDEAU,485,Ground water,8,5,273,16.95125,1,0,0,0,0,0,0,0,0,2,7,3,1,0,0
MO4021566,MO,SCOTT,2275,Ground water,1,0,30,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
MO4024070,MO,BUTLER,9500,Ground water,2,1,30,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0
MO4024071,MO,BUTLER,1603,Ground water,2,1,29.33333333,0,0,0,3,0,0,1,1,0,1,0,0,0,0,0,0
MO4024072,MO,BUTLER,3150,Ground water,1,0,29,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
MO4024096,MO,CAPE GIRARDEAU,7800,Ground water,5,0,29,0,0,0,5,1,0,0,0,0,0,0,1,0,3,0,0
MO4024097,MO,CAPE GIRARDEAU,2197,Ground water,0,4,29,0,0,1,2,0,0,1,0,0,1,0,0,0,2,0,0
MO4024100,MO,CAPE GIRARDEAU,1340,Ground water,1,5,162.8,0,1,0,3,0,1,0,0,0,0,0,0,3,2,0,0
MO4024108,MO,CARTER,440,Ground water,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MO4024109,MO,CARTER,147,Ground water,12,5,29.57142857,0,2,1,14,0,0,2,1,1,5,0,5,2,0,0,1
MO4024196,MO,DENT,1500,Ground water,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MO4024206,MO,DUNKLIN,5800,Ground water,2,2,30,0,0,0,4,0,0,0,0,1,1,0,2,0,0,0,0
MO4024207,MO,DUNKLIN,3100,Ground water,2,3,29.66666667,0,1,1,3,0,0,0,0,0,0,0,1,4,0,0,0
MO4024209,MO,DUNKLIN,1500,Ground water,2,1,28.66666667,0,0,0,3,0,0,1,1,0,0,0,1,0,0,0,0
MO4024264,MO,HOWELL,845,Ground water,2,5,53.6,0,1,0,3,0,2,2,2,0,1,0,0,0,0,0,0
MO4024267,MO,HOWELL,1896,Ground water,3,0,29.66666667,0,0,0,3,0,1,0,1,0,0,0,1,0,0,0,0
MO4024368,MO,MADISON,1959,Ground water,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MO4024415,MO,NEW MADRID,568,Ground water purchased,1,1,30,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
MO4024416,MO,NEW MADRID,600,Ground water purchased,0,2,30,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
MO4024418,MO,NEW MADRID,470,Ground water purchased,1,4,30,0,3,0,2,0,0,0,0,1,2,1,1,0,0,0,0
MO4024419,MO,NEW MADRID,1900,Ground water,3,10,44.91666667,0,0,1,9,0,0,2,4,2,0,1,1,1,2,0,0
MO4024432,MO,OREGON,850,Ground water,4,0,29.25,0,0,0,4,0,0,0,1,0,0,0,0,0,3,0,0
MO4024433,MO,OREGON,125,Ground water,1,1,30,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0
MO4024455,MO,PERRY,1957,Ground water,8,0,280.5,37.12833333,0,0,2,0,0,0,0,0,2,0,0,4,2,0,0
MO4024456,MO,PERRY,700,Surface water purchased,2,0,91,86,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
MO4024521,MO,RIPLEY,1850,Ground water,3,0,30,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0
MO4024522,MO,RIPLEY,900,Ground water,3,1,29.5,0,0,0,4,0,0,0,0,0,0,0,0,3,1,0,0
MO4024539,MO,ST. FRANCOIS,830,Ground water,4,6,42.66666667,0,0,1,7,2,1,1,2,0,1,0,0,3,0,0,0
MO4024543,MO,STE. GENEVIEVE,3503,Ground water,4,2,29.66666667,0,0,0,6,0,0,1,0,0,2,2,0,1,0,0,0
MO4024544,MO,STE. GENEVIEVE,1002,Ground water,1,1,29,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
MO4024581,MO,STODDARD,4200,Ground water,1,0,29,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
MO4024583,MO,STODDARD,460,Ground water purchased,1,8,29.85714286,0,1,0,7,1,1,0,0,0,1,3,0,2,1,0,0
MO4024585,MO,STODDARD,740,Ground water,1,0,29,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
MO4024606,MO,TEXAS,3005,Ground water,0,7,29.16666667,0,1,0,6,0,0,2,0,1,2,0,1,1,0,0,0
MO4024607,MO,TEXAS,1638,Ground water,5,1,29.5,0,0,0,6,1,2,1,1,0,0,0,0,1,0,0,0
MO4024608,MO,TEXAS,662,Ground water,4,1,29.4,0,0,0,5,0,0,0,0,0,0,0,3,2,0,0,0
MO4024609,MO,TEXAS,3000,Ground water,1,0,29,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
MO4024637,MO,WAYNE,451,Ground water,3,0,29.33333333,0,0,0,3,0,0,0,0,1,2,0,0,0,0,0,0
MO4030223,MO,PERRY,40,Ground water,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
MO4030275,MO,CAPE GIRARDEAU,40,Ground water,0,2,30,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
MO4030289,MO,CAPE GIRARDEAU,63,Ground water,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
MO4031196,MO,CAPE GIRARDEAU,132,Ground water,0,1,29,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
MO4031203,MO,ST. FRANCOIS,300,Ground water,0,4,1650.75,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0
MO4031206,MO,ST. FRANCOIS,468,Ground water,27,3,334.9333333,14.60888889,0,0,1,6,8,7,6,2,1,0,0,0,0,0,0
MO4031414,MO,PULASKI,780,Ground water,0,3,29.66666667,0,0,0,3,0,2,0,0,0,0,0,0,1,0,0,0
MO4031453,MO,CAPE GIRARDEAU,55,Ground water,75,1,328.9868421,15.38220588,0,0,8,3,8,8,9,9,12,8,8,8,3,0,0
MO4031631,MO,PULASKI,390,Ground water,4,0,29.5,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0
MO4036026,MO,BUTLER,100,Ground water,0,3,2191,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
MO4036038,MO,CAPE GIRARDEAU,500,Ground water,2,124,1203.42623,0,1,1,4,42,0,44,0,0,0,3,0,4,0,0,33
MO4036059,MO,ST. FRANCOIS,3250,Ground water,48,11,304.0175439,14.05358696,2,0,7,4,10,12,9,7,8,7,0,0,1,0,1
MO4036064,MO,WAYNE,280,Ground water,2,32,1031.411765,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,32
MO4036132,MO,PERRY,793,Ground water,1,1,29.5,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0
MO4036146,MO,STE. GENEVIEVE,850,Ground water,5,0,29,0,0,0,5,0,0,1,2,1,0,0,1,0,0,0,0
MO4036173,MO,ST. FRANCOIS,47,Ground water,0,5,668,0,0,0,2,0,0,1,0,0,3,0,0,0,1,0,0
MO4036194,MO,CARTER,500,Ground water purchased,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MO4036202,MO,PERRY,277,Ground water,4,0,29.75,0,0,0,4,0,0,0,0,2,0,0,1,0,1,0,0
MO4036224,MO,WAYNE,130,Ground water,0,3,2191,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
MO4036226,MO,PERRY,733,Ground water,1,5,29.83333333,0,0,0,6,1,0,0,2,2,0,0,1,0,0,0,0
MO4036256,MO,IRON,180,Ground water,13,1,340.1428571,7.441153846,0,0,1,0,0,5,4,4,0,0,0,0,1,0,0
MO4036307,MO,WAYNE,75,Ground water,0,31,1094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
MO4036309,MO,WAYNE,90,Ground water,0,3,2191,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
MO4036311,MO,WASHINGTON,200,Ground water,5,75,638.5443038,0,0,1,5,42,0,0,0,3,0,0,3,0,0,0,32
MO4036318,MO,WASHINGTON,200,Ground water,5,17,66.77777778,0,1,2,16,1,0,0,0,0,2,6,2,5,6,0,0
MO4040818,MO,WASHINGTON,27,Ground water,4,3,29.8,0,1,0,5,0,0,3,1,1,1,0,1,0,0,0,0
MO4041308,MO,ST. FRANCOIS,135,Ground water,30,11,273.7692308,16.04444444,2,0,4,5,8,12,14,0,0,0,0,0,0,0,2
MO4043109,MO,CRAWFORD,35,Ground water,1,6,64.14285714,0,0,0,3,0,0,0,0,0,0,0,0,6,1,0,0
MO4048083,MO,CAPE GIRARDEAU,363,Ground water,7,4,29.57142857,0,1,3,7,0,0,0,1,1,5,1,0,0,2,0,1
MO4048095,MO,SCOTT,263,Ground water,2,1,29.5,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0,1
MO4048167,MO,TEXAS,66,Ground water,0,19,408.2222222,0,1,0,14,0,1,4,3,0,3,2,2,1,3,0,0
MO4048181,MO,BUTLER,27,Ground water,3,1,29.5,0,0,0,4,1,0,0,3,0,0,0,0,0,0,0,0
MO4048184,MO,BUTLER,30,Ground water,3,3,29.2,0,1,0,5,0,0,1,0,0,1,1,3,0,0,0,0
MO4048241,MO,HOWELL,80,Ground water,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MO4061392,MO,BOLLINGER,45,Ground water,0,3,29,0,1,0,2,1,0,1,1,0,0,0,0,0,0,0,0
MO4061410,MO,ST. FRANCOIS,3500,Ground water,2,9,135.75,14.05,2,0,3,4,0,5,1,0,0,1,0,0,0,0,0
MO4069040,MO,IRON,200,Ground water,5,5,205.4444444,5.57,1,0,1,5,1,2,0,0,1,0,0,0,1,0,0
MO4069041,MO,ST. FRANCOIS,4000,Ground water,31,4,316.4571429,12.826,0,0,5,2,8,8,8,4,1,0,4,0,0,0,0
MO4069053,MO,STODDARD,225,Ground water,2,6,554.125,18.79,0,0,2,1,0,1,1,0,3,1,1,0,0,0,0
MO4069065,MO,ST. FRANCOIS,50,Ground water,0,3,1095,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0
MO4069075,MO,IRON,160,Ground water,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MO4069081,MO,CAPE GIRARDEAU,50,Ground water,0,2,29,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
MO4079503,MO,CAPE GIRARDEAU,212,Ground water,5,9,29.08333333,0,2,0,12,0,0,2,1,2,3,0,2,2,2,0,0
MO4202639,MO,CAPE GIRARDEAU,339,Ground water,2,7,29.16666667,0,2,1,6,0,0,0,0,2,0,1,5,0,0,0,1
MO4256181,MO,STE. GENEVIEVE,188,Ground water,0,3,30,0,2,0,1,1,0,0,0,0,0,1,0,0,0,0,1
MO5010004,MO,JASPER,550,Ground water,6,1,29.71428571,0,0,0,7,1,0,0,0,2,0,3,1,0,0,0,0
MO5010020,MO,ST. CLAIR,1127,Surface water purchased,2,17,36.88235294,84.5,1,1,15,1,0,2,3,3,3,1,0,3,3,0,0
MO5010025,MO,DADE,45,Ground water,0,3,364,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1
MO5010027,MO,BARRY,120,Ground water,1,0,30,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
MO5010031,MO,JASPER,210,Ground water,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
MO5010032,MO,GREENE,1472,Ground water,5,4,29.28571429,0,2,0,7,0,0,0,0,2,0,2,0,2,3,0,0
MO5010040,MO,DOUGLAS,2993,Ground water,3,0,29.33333333,0,0,0,3,0,0,1,0,1,0,0,0,0,1,0,0
MO5010071,MO,CHRISTIAN,1358,Ground water,9,0,29.88888889,0,0,0,9,1,1,1,0,1,1,0,0,2,2,0,0
MO5010085,MO,POLK,10334,Ground water,1,2,30,0,0,0,3,0,1,0,1,0,0,0,0,1,0,0,0
MO5010104,MO,VERNON,245,Ground water,28,1,364.25,12.03553571,0,0,0,2,6,8,8,5,0,0,0,0,0,0,0
MO5010114,MO,DALLAS,3084,Ground water,0,3,28.5,0,0,0,2,0,1,1,0,0,0,0,1,0,0,0,0
MO5010119,MO,BARRY,470,Ground water,0,1,29,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
MO5010138,MO,JASPER,7445,Ground water,0,1,30,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
MO5010141,MO,JASPER,1972,Ground water,1,7,29.28571429,0,0,0,7,0,0,0,1,2,3,0,0,0,2,0,0
